       chevybelair | Fri Feb 19 2021 16:00:08 GMT+0000 (Coordinated Universal Time): uh oh 
        Raymond#5415 | Sat Feb 20 2021 03:24:58 GMT+0000 (Coordinated Universal Time): thanks man 
        Willl#8943 | Sat Feb 20 2021 03:25:02 GMT+0000 (Coordinated Universal Time): np 
        Willl#8943 | Sat Feb 20 2021 03:25:22 GMT+0000 (Coordinated Universal Time): dyum 
        Willl#8943 | Sat Feb 20 2021 03:25:26 GMT+0000 (Coordinated Universal Time): this is like all of rms combined 
        Willl#8943 | Sat Feb 20 2021 03:25:26 GMT+0000 (Coordinated Universal Time): tf 
        Raymond#5415 | Sat Feb 20 2021 03:26:02 GMT+0000 (Coordinated Universal Time): the ancient rms are now the raiders 
        Alternious#8720 | Sat Feb 20 2021 03:26:13 GMT+0000 (Coordinated Universal Time): true xin 
        DinoSchneller#7686 | Sat Feb 20 2021 03:26:16 GMT+0000 (Coordinated Universal Time): I like how I'm not in the sheet 
        DinoSchneller#7686 | Sat Feb 20 2021 03:26:21 GMT+0000 (Coordinated Universal Time): 🦀 
        Alternious#8720 | Sat Feb 20 2021 03:26:27 GMT+0000 (Coordinated Universal Time): dino 
        Alternious#8720 | Sat Feb 20 2021 03:26:35 GMT+0000 (Coordinated Universal Time): it hasn't been updated for like 3 weeks... 
        DinoSchneller#7686 | Sat Feb 20 2021 03:26:40 GMT+0000 (Coordinated Universal Time): e 
        Willl#8943 | Sat Feb 20 2021 03:27:41 GMT+0000 (Coordinated Universal Time): bruh 
        Willl#8943 | Sat Feb 20 2021 03:27:43 GMT+0000 (Coordinated Universal Time): so many controllers 
        Willl#8943 | Sat Feb 20 2021 03:27:46 GMT+0000 (Coordinated Universal Time): infiltrators lacking 
        Raymond#5415 | Sat Feb 20 2021 03:27:54 GMT+0000 (Coordinated Universal Time): eh 
        Raymond#5415 | Sat Feb 20 2021 03:28:10 GMT+0000 (Coordinated Universal Time): I could be both but 
        Willl#8943 | Sat Feb 20 2021 03:28:15 GMT+0000 (Coordinated Universal Time): It doesn't really matter though lol 
        Raymond#5415 | Sat Feb 20 2021 03:28:17 GMT+0000 (Coordinated Universal Time): I’m better at holding points 
        Willl#8943 | Sat Feb 20 2021 03:28:24 GMT+0000 (Coordinated Universal Time): They're kinda more hypothetical roles 
        Willl#8943 | Sat Feb 20 2021 03:28:34 GMT+0000 (Coordinated Universal Time): When it comes to a raid the only thing on your mind is shoot and win 
        Alternious#8720 | Sat Feb 20 2021 03:28:46 GMT+0000 (Coordinated Universal Time): not really 
        Willl#8943 | Sat Feb 20 2021 03:28:49 GMT+0000 (Coordinated Universal Time): It would be 100x better if everyone sticked to the role because we would win easy but 
        Willl#8943 | Sat Feb 20 2021 03:29:14 GMT+0000 (Coordinated Universal Time): That's my goal with PRs 
        Willl#8943 | Sat Feb 20 2021 03:29:19 GMT+0000 (Coordinated Universal Time): Try to enforce roles more 
        Emizne#1243 | Sat Feb 20 2021 03:29:37 GMT+0000 (Coordinated Universal Time): this is true 
        Willl#8943 | Sat Feb 20 2021 03:29:50 GMT+0000 (Coordinated Universal Time): !update <@!188783237152112640> 
        Bloxlink#6871 | Sat Feb 20 2021 03:29:51 GMT+0000 (Coordinated Universal Time):  
        Willl#8943 | Sat Feb 20 2021 03:29:53 GMT+0000 (Coordinated Universal Time): !update <@!468876600759549972> 
        Bloxlink#6871 | Sat Feb 20 2021 03:29:55 GMT+0000 (Coordinated Universal Time):  
        Emizne#1243 | Sat Feb 20 2021 03:29:59 GMT+0000 (Coordinated Universal Time): but they still do diff things then controller 
        Willl#8943 | Sat Feb 20 2021 03:30:05 GMT+0000 (Coordinated Universal Time): ye 
        Willl#8943 | Sat Feb 20 2021 03:30:14 GMT+0000 (Coordinated Universal Time): its abilities separate it in a lot of ways 
        Emizne#1243 | Sat Feb 20 2021 03:30:15 GMT+0000 (Coordinated Universal Time): im p excited about the divisions things even if they might not be coming soon 
        chevybelair#1236 | Sat Feb 20 2021 03:30:24 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> now do 
        Emizne#1243 | Sat Feb 20 2021 03:30:26 GMT+0000 (Coordinated Universal Time): and divisions will give us more diversity 
        Willl#8943 | Sat Feb 20 2021 03:30:51 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:30:51 GMT+0000 (Coordinated Universal Time): ||@Inductee||
:ThePhantomBattalion:  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        Willl#8943 | Sat Feb 20 2021 03:30:59 GMT+0000 (Coordinated Universal Time): it did its best <@!456194029609025548> 
        chevybelair#1236 | Sat Feb 20 2021 03:31:04 GMT+0000 (Coordinated Universal Time): it doesnt ping 
        Noob#0002 | Sat Feb 20 2021 03:31:06 GMT+0000 (Coordinated Universal Time): oh 
        Willl#8943 | Sat Feb 20 2021 03:31:07 GMT+0000 (Coordinated Universal Time): do role ID and emoji ID 
        chevybelair#1236 | Sat Feb 20 2021 03:31:07 GMT+0000 (Coordinated Universal Time): or use emoji 
        Noob#0002 | Sat Feb 20 2021 03:31:08 GMT+0000 (Coordinated Universal Time): cool 
        Willl#8943 | Sat Feb 20 2021 03:31:09 GMT+0000 (Coordinated Universal Time): it will ping 
        Willl#8943 | Sat Feb 20 2021 03:31:11 GMT+0000 (Coordinated Universal Time): and use emoji 
        chevybelair#1236 | Sat Feb 20 2021 03:31:15 GMT+0000 (Coordinated Universal Time): <:ThePhantomBattalion:786283706553204738> 
        Emizne#1243 | Sat Feb 20 2021 03:31:15 GMT+0000 (Coordinated Universal Time): RIP 
        Emizne#1243 | Sat Feb 20 2021 03:31:22 GMT+0000 (Coordinated Universal Time): THE BOT TRIED IT'S BEST <@!456194029609025548> 
        Noob#0002 | Sat Feb 20 2021 03:31:26 GMT+0000 (Coordinated Universal Time): !getroles 
        Bloxlink#6871 | Sat Feb 20 2021 03:31:27 GMT+0000 (Coordinated Universal Time): Welcome to **The Phantom Battalion**, ProbabIyNoob! Visit <https://blox.link/verify/> to change your account. 
        chevybelair#1236 | Sat Feb 20 2021 03:32:04 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:32:04 GMT+0000 (Coordinated Universal Time): ||@Inductee||
:812526758665650227:  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        Willl#8943 | Sat Feb 20 2021 03:32:06 GMT+0000 (Coordinated Universal Time): damn 
        Emizne#1243 | Sat Feb 20 2021 03:32:09 GMT+0000 (Coordinated Universal Time): o 
        Willl#8943 | Sat Feb 20 2021 03:32:09 GMT+0000 (Coordinated Universal Time): man took a nap 
        Emizne#1243 | Sat Feb 20 2021 03:32:24 GMT+0000 (Coordinated Universal Time): sotp 
        chevybelair#1236 | Sat Feb 20 2021 03:33:39 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:33:39 GMT+0000 (Coordinated Universal Time): ||@Inductee||
:ThePhantomBattalion:812526758665650227:  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        chevybelair#1236 | Sat Feb 20 2021 03:33:48 GMT+0000 (Coordinated Universal Time): idk how to use emojis 
        chevybelair#1236 | Sat Feb 20 2021 03:34:34 GMT+0000 (Coordinated Universal Time): <:ThePhantomBattalion:786283706553204738> 
        Emizne#1243 | Sat Feb 20 2021 03:34:33 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/cock-dick-balling-we-cock-dick-balling-gif-17448069 
        chevybelair#1236 | Sat Feb 20 2021 03:34:43 GMT+0000 (Coordinated Universal Time): <:ThePhatomBattalion:786283706553204738> 
        chevybelair#1236 | Sat Feb 20 2021 03:34:49 GMT+0000 (Coordinated Universal Time): <:ThePhantomBattal ion:786283706553204738> 
        Raymond#5415 | Sat Feb 20 2021 03:34:49 GMT+0000 (Coordinated Universal Time): good to know I fit in controllers 
        Raymond#5415 | Sat Feb 20 2021 03:34:57 GMT+0000 (Coordinated Universal Time): already 
        Willl#8943 | Sat Feb 20 2021 03:35:17 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> amazing job on events btw 
        Willl#8943 | Sat Feb 20 2021 03:35:19 GMT+0000 (Coordinated Universal Time): as always 
        chevybelair#1236 | Sat Feb 20 2021 03:35:27 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:35:28 GMT+0000 (Coordinated Universal Time): ||@Inductee||
<:ThePhantomBattalion:786283706553204738>  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        tiff#0709 | Sat Feb 20 2021 03:35:30 GMT+0000 (Coordinated Universal Time): have you 
        tiff#0709 | Sat Feb 20 2021 03:35:33 GMT+0000 (Coordinated Universal Time): thank* 
        Willl#8943 | Sat Feb 20 2021 03:35:34 GMT+0000 (Coordinated Universal Time): captain 
        Willl#8943 | Sat Feb 20 2021 03:35:35 GMT+0000 (Coordinated Universal Time): not co 
        chevybelair#1236 | Sat Feb 20 2021 03:35:37 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> got emojis 
        tiff#0709 | Sat Feb 20 2021 03:35:38 GMT+0000 (Coordinated Universal Time): i jsut gcs me back from work 
        chevybelair#1236 | Sat Feb 20 2021 03:35:38 GMT+0000 (Coordinated Universal Time): now ping 
        tiff#0709 | Sat Feb 20 2021 03:35:39 GMT+0000 (Coordinated Universal Time): came* 
        Emizne#1243 | Sat Feb 20 2021 03:35:43 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> you having a bit of trouble? 
        Willl#8943 | Sat Feb 20 2021 03:35:44 GMT+0000 (Coordinated Universal Time): welcome Home!! 
        tiff#0709 | Sat Feb 20 2021 03:35:49 GMT+0000 (Coordinated Universal Time): thank! 
        Willl#8943 | Sat Feb 20 2021 03:35:58 GMT+0000 (Coordinated Universal Time): would you like to do the unfun work after doing other unfun work??!? :D 
        Raymond#5415 | Sat Feb 20 2021 03:36:04 GMT+0000 (Coordinated Universal Time): “boost me” 
        Raymond#5415 | Sat Feb 20 2021 03:36:07 GMT+0000 (Coordinated Universal Time): “no” 
        tiff#0709 | Sat Feb 20 2021 03:36:23 GMT+0000 (Coordinated Universal Time): idm 
        Emizne#1243 | Sat Feb 20 2021 03:36:24 GMT+0000 (Coordinated Universal Time): i literally tried boosting you after 
        chevybelair#1236 | Sat Feb 20 2021 03:36:24 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> there fixed uwu 
        Willl#8943 | Sat Feb 20 2021 03:36:26 GMT+0000 (Coordinated Universal Time): spi is scripting 
        Willl#8943 | Sat Feb 20 2021 03:36:27 GMT+0000 (Coordinated Universal Time): not me 
        Emizne#1243 | Sat Feb 20 2021 03:36:31 GMT+0000 (Coordinated Universal Time): it was a joke leave it gahduymmm 
        Willl#8943 | Sat Feb 20 2021 03:36:33 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:36:33 GMT+0000 (Coordinated Universal Time): ||<@780544914667733012>||
<:ThePhantomBattalion:786283706553204738>  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        Emizne#1243 | Sat Feb 20 2021 03:36:46 GMT+0000 (Coordinated Universal Time): then whos editting the tryout message 
        Emizne#1243 | Sat Feb 20 2021 03:36:59 GMT+0000 (Coordinated Universal Time): @789y997967969596876854 
        Raymond#5415 | Sat Feb 20 2021 03:37:00 GMT+0000 (Coordinated Universal Time): that’s ironic 
        Willl#8943 | Sat Feb 20 2021 03:37:05 GMT+0000 (Coordinated Universal Time): did you guys 
        Willl#8943 | Sat Feb 20 2021 03:37:07 GMT+0000 (Coordinated Universal Time): even get that ping 
        Willl#8943 | Sat Feb 20 2021 03:37:08 GMT+0000 (Coordinated Universal Time): ?? 
        Willl#8943 | Sat Feb 20 2021 03:37:15 GMT+0000 (Coordinated Universal Time): gmail? 
        Emizne#1243 | Sat Feb 20 2021 03:37:25 GMT+0000 (Coordinated Universal Time): will if i ping the numbers will i ping the inductees 
        Willl#8943 | Sat Feb 20 2021 03:37:26 GMT+0000 (Coordinated Universal Time): also how do you feel about those NCOs 
        Raymond#5415 | Sat Feb 20 2021 03:37:30 GMT+0000 (Coordinated Universal Time): that it’s a joke 
        Willl#8943 | Sat Feb 20 2021 03:37:32 GMT+0000 (Coordinated Universal Time): No 
        Emizne#1243 | Sat Feb 20 2021 03:37:44 GMT+0000 (Coordinated Universal Time): ok 
        Emizne#1243 | Sat Feb 20 2021 03:37:45 GMT+0000 (Coordinated Universal Time): <@!780544914667733012> 
        Willl#8943 | Sat Feb 20 2021 03:37:46 GMT+0000 (Coordinated Universal Time): https://gyazo.com/c7cdaa08d3d9c9d172716dae19a8ea13 
        Emizne#1243 | Sat Feb 20 2021 03:37:51 GMT+0000 (Coordinated Universal Time): L 
        chevybelair#1236 | Sat Feb 20 2021 03:38:09 GMT+0000 (Coordinated Universal Time): :tryouttime 2/21 4:00 PM EST Will 
        Phantom Bot#8560 | Sat Feb 20 2021 03:38:09 GMT+0000 (Coordinated Universal Time): ||<@&780544914667733012>||
<:ThePhantomBattalion:786283706553204738>  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/21 at 4:00 EST, hosted by PM.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        Willl#8943 | Sat Feb 20 2021 03:38:16 GMT+0000 (Coordinated Universal Time): https://docs.google.com/spreadsheets/d/1utJ7HV9pCq38r6q2O09QtwS-kxdsXvz-8OtigARK_DM/edit?usp=sharing you have access to this now 
        chevybelair#1236 | Sat Feb 20 2021 03:38:18 GMT+0000 (Coordinated Universal Time): females 
        Willl#8943 | Sat Feb 20 2021 03:38:20 GMT+0000 (Coordinated Universal Time): uhh I did strikes and marks 
        tiff#0709 | Sat Feb 20 2021 03:38:26 GMT+0000 (Coordinated Universal Time): yay 
        tiff#0709 | Sat Feb 20 2021 03:38:29 GMT+0000 (Coordinated Universal Time): and uh hold on 
        tiff#0709 | Sat Feb 20 2021 03:38:37 GMT+0000 (Coordinated Universal Time): those nco’s 
        Emizne#1243 | Sat Feb 20 2021 03:38:47 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/cock-dick-balling-we-cock-dick-balling-gif-17448069 
        Willl#8943 | Sat Feb 20 2021 03:38:52 GMT+0000 (Coordinated Universal Time): Chris had a good app but like 
        chris!#9999 | Sat Feb 20 2021 03:38:53 GMT+0000 (Coordinated Universal Time): can i get my friendt to join tpb 
        Emizne#1243 | Sat Feb 20 2021 03:38:56 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/toe-obscure-lisa-the-obscure-cum-gaming-sniggers-gif-16393830 
        Willl#8943 | Sat Feb 20 2021 03:39:00 GMT+0000 (Coordinated Universal Time): I just do not know if I can trust him to be a mature NCO 
        Willl#8943 | Sat Feb 20 2021 03:39:06 GMT+0000 (Coordinated Universal Time): like I know I'm immature 
        Willl#8943 | Sat Feb 20 2021 03:39:12 GMT+0000 (Coordinated Universal Time): but he is a little too much sometimes 
        Emizne#1243 | Sat Feb 20 2021 03:39:25 GMT+0000 (Coordinated Universal Time): is he cute 
        Willl#8943 | Sat Feb 20 2021 03:39:25 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/among-us-meme-sus-gif-20366530 
        chris!#9999 | Sat Feb 20 2021 03:39:32 GMT+0000 (Coordinated Universal Time): <@!458421191523434506> his gf is 
        Emizne#1243 | Sat Feb 20 2021 03:39:43 GMT+0000 (Coordinated Universal Time): tell them to dm me 
        Emizne#1243 | Sat Feb 20 2021 03:39:45 GMT+0000 (Coordinated Universal Time): say im cute to 
        Willl#8943 | Sat Feb 20 2021 03:40:17 GMT+0000 (Coordinated Universal Time): We're going to be trying another practice raid tryout! 
        Raymond#5415 | Sat Feb 20 2021 03:40:22 GMT+0000 (Coordinated Universal Time): one of us... 
        Willl#8943 | Sat Feb 20 2021 03:40:28 GMT+0000 (Coordinated Universal Time): one of us... 
        chris!#9999 | Sat Feb 20 2021 03:40:35 GMT+0000 (Coordinated Universal Time): i dislike him 
        Emizne#1243 | Sat Feb 20 2021 03:40:49 GMT+0000 (Coordinated Universal Time): one of us... 
        Willl#8943 | Sat Feb 20 2021 03:40:52 GMT+0000 (Coordinated Universal Time): I already do too 
        Willl#8943 | Sat Feb 20 2021 03:40:56 GMT+0000 (Coordinated Universal Time): jk 
        Willl#8943 | Sat Feb 20 2021 03:41:00 GMT+0000 (Coordinated Universal Time): invite them 
        Willl#8943 | Sat Feb 20 2021 03:41:01 GMT+0000 (Coordinated Universal Time): why nOt 
        Willl#8943 | Sat Feb 20 2021 03:41:04 GMT+0000 (Coordinated Universal Time): ica tn 
        Willl#8943 | Sat Feb 20 2021 03:41:05 GMT+0000 (Coordinated Universal Time): HGoly Shit 
        chris!#9999 | Sat Feb 20 2021 03:41:06 GMT+0000 (Coordinated Universal Time): i did 
        Raymond#5415 | Sat Feb 20 2021 03:41:08 GMT+0000 (Coordinated Universal Time): chris! 
        Willl#8943 | Sat Feb 20 2021 03:41:09 GMT+0000 (Coordinated Universal Time): My Chrome bok 
        Willl#8943 | Sat Feb 20 2021 03:41:13 GMT+0000 (Coordinated Universal Time): NOT 
        Willl#8943 | Sat Feb 20 2021 03:41:15 GMT+0000 (Coordinated Universal Time): CHROME BOOK 
        Emizne#1243 | Sat Feb 20 2021 03:41:16 GMT+0000 (Coordinated Universal Time): papa will has had a stroeke! 
        Willl#8943 | Sat Feb 20 2021 03:41:17 GMT+0000 (Coordinated Universal Time): KEY BOARD 
        Emizne#1243 | Sat Feb 20 2021 03:41:18 GMT+0000 (Coordinated Universal Time): OMG 
        chris!#9999 | Sat Feb 20 2021 03:41:21 GMT+0000 (Coordinated Universal Time):  
        chevybelair#1236 | Sat Feb 20 2021 03:41:26 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> LOL WILL 
        chevybelair#1236 | Sat Feb 20 2021 03:41:31 GMT+0000 (Coordinated Universal Time): YOU MISFORMATED IT 
        Willl#8943 | Sat Feb 20 2021 03:41:34 GMT+0000 (Coordinated Universal Time): WHAT 
        chris!#9999 | Sat Feb 20 2021 03:41:34 GMT+0000 (Coordinated Universal Time): ignore the message next but i invited him 
        chevybelair#1236 | Sat Feb 20 2021 03:41:37 GMT+0000 (Coordinated Universal Time): THE HOST IS PM 
        Emizne#1243 | Sat Feb 20 2021 03:41:39 GMT+0000 (Coordinated Universal Time): https://gyazo.com/e7d9372a675ca0f651ac57247277a273 
        Willl#8943 | Sat Feb 20 2021 03:41:41 GMT+0000 (Coordinated Universal Time): OH FUCK 
        Emizne#1243 | Sat Feb 20 2021 03:41:45 GMT+0000 (Coordinated Universal Time): kiss him 
        DinoSchneller#7686 | Sat Feb 20 2021 03:41:51 GMT+0000 (Coordinated Universal Time): nope 
        Willl#8943 | Sat Feb 20 2021 03:41:57 GMT+0000 (Coordinated Universal Time): Hosted by me... not PM... 
        Emizne#1243 | Sat Feb 20 2021 03:41:58 GMT+0000 (Coordinated Universal Time): hecc u 
        Emizne#1243 | Sat Feb 20 2021 03:42:05 GMT+0000 (Coordinated Universal Time): <:Janitor:786283708029599804> 
        Willl#8943 | Sat Feb 20 2021 03:42:07 GMT+0000 (Coordinated Universal Time): LOL 
        DinoSchneller#7686 | Sat Feb 20 2021 03:42:11 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/reverse-card-uno-uno-cards-gif-13032597 
        Willl#8943 | Sat Feb 20 2021 03:42:14 GMT+0000 (Coordinated Universal Time): Spi make the TPB logo the icon of the tpb bot 
        Willl#8943 | Sat Feb 20 2021 03:42:19 GMT+0000 (Coordinated Universal Time):  
        Emizne#1243 | Sat Feb 20 2021 03:42:31 GMT+0000 (Coordinated Universal Time): <@!456194029609025548> code the bot so it can solo host tryouts 
        Emizne#1243 | Sat Feb 20 2021 03:42:31 GMT+0000 (Coordinated Universal Time): rn 
        aero#6464 | Sat Feb 20 2021 03:42:34 GMT+0000 (Coordinated Universal Time):  
        chevybelair#1236 | Sat Feb 20 2021 03:42:37 GMT+0000 (Coordinated Universal Time): no u 
        chris!#9999 | Sat Feb 20 2021 03:42:38 GMT+0000 (Coordinated Universal Time): whos PM?? 
        Emizne#1243 | Sat Feb 20 2021 03:42:38 GMT+0000 (Coordinated Universal Time): https://gyazo.com/e7d9372a675ca0f651ac57247277a273 
        Willl#8943 | Sat Feb 20 2021 03:42:38 GMT+0000 (Coordinated Universal Time):  
        Willl#8943 | Sat Feb 20 2021 03:42:40 GMT+0000 (Coordinated Universal Time): I 
        Willl#8943 | Sat Feb 20 2021 03:42:41 GMT+0000 (Coordinated Universal Time): cannot 
        Emizne#1243 | Sat Feb 20 2021 03:42:48 GMT+0000 (Coordinated Universal Time): Phat man bot 
        Willl#8943 | Sat Feb 20 2021 03:42:54 GMT+0000 (Coordinated Universal Time): Tiff is so fucking deade 
        Emizne#1243 | Sat Feb 20 2021 03:42:59 GMT+0000 (Coordinated Universal Time): deade! 
        chris!#9999 | Sat Feb 20 2021 03:43:02 GMT+0000 (Coordinated Universal Time): shes been at work 
        Willl#8943 | Sat Feb 20 2021 03:43:04 GMT+0000 (Coordinated Universal Time): I asked her for opinions on my NCO roster 
        Willl#8943 | Sat Feb 20 2021 03:43:06 GMT+0000 (Coordinated Universal Time): No she's home now 
        Willl#8943 | Sat Feb 20 2021 03:43:11 GMT+0000 (Coordinated Universal Time): And she just said "hmm nco" 
        Willl#8943 | Sat Feb 20 2021 03:43:14 GMT+0000 (Coordinated Universal Time): and just stopped 
        chris!#9999 | Sat Feb 20 2021 03:43:16 GMT+0000 (Coordinated Universal Time): 💀 
        chris!#9999 | Sat Feb 20 2021 03:43:20 GMT+0000 (Coordinated Universal Time): all them damn children 
        chris!#9999 | Sat Feb 20 2021 03:43:22 GMT+0000 (Coordinated Universal Time): i wouldve killed them 
        Emizne#1243 | Sat Feb 20 2021 03:43:23 GMT+0000 (Coordinated Universal Time): LOL 
        chris!#9999 | Sat Feb 20 2021 03:43:23 GMT+0000 (Coordinated Universal Time): i mean 
        chris!#9999 | Sat Feb 20 2021 03:43:24 GMT+0000 (Coordinated Universal Time): fuck 
        chevybelair#1236 | Sat Feb 20 2021 03:43:27 GMT+0000 (Coordinated Universal Time): randy 
        Willl#8943 | Sat Feb 20 2021 03:43:36 GMT+0000 (Coordinated Universal Time): those ncos... 
        chris!#9999 | Sat Feb 20 2021 03:43:51 GMT+0000 (Coordinated Universal Time): yay 
        chris!#9999 | Sat Feb 20 2021 03:43:53 GMT+0000 (Coordinated Universal Time): and uh hold on 
        chris!#9999 | Sat Feb 20 2021 03:43:54 GMT+0000 (Coordinated Universal Time): those nco's 
        Willl#8943 | Sat Feb 20 2021 03:43:58 GMT+0000 (Coordinated Universal Time): yay 
        Emizne#1243 | Sat Feb 20 2021 03:44:00 GMT+0000 (Coordinated Universal Time): https://gyazo.com/b8c49062b3d5e85f34c0fd82eccb84c6 
        Willl#8943 | Sat Feb 20 2021 03:44:00 GMT+0000 (Coordinated Universal Time): and uh hold on 
        chris!#9999 | Sat Feb 20 2021 03:44:02 GMT+0000 (Coordinated Universal Time): wise words, tiffany. 
        Willl#8943 | Sat Feb 20 2021 03:44:02 GMT+0000 (Coordinated Universal Time): those nco's 
        Emizne#1243 | Sat Feb 20 2021 03:44:06 GMT+0000 (Coordinated Universal Time): chris the school shooter! 
        Raymond#5415 | Sat Feb 20 2021 03:44:17 GMT+0000 (Coordinated Universal Time): same chris 
        tiff#0709 | Sat Feb 20 2021 03:44:30 GMT+0000 (Coordinated Universal Time): LETSNGO 
        Emizne#1243 | Sat Feb 20 2021 03:44:30 GMT+0000 (Coordinated Universal Time): why does john wick look like markiplier 
        chris!#9999 | Sat Feb 20 2021 03:44:34 GMT+0000 (Coordinated Universal Time):  
        tiff#0709 | Sat Feb 20 2021 03:44:35 GMT+0000 (Coordinated Universal Time): XIN IS CONTROLLER 
        Emizne#1243 | Sat Feb 20 2021 03:44:38 GMT+0000 (Coordinated Universal Time): AERO 
        Willl#8943 | Sat Feb 20 2021 03:44:41 GMT+0000 (Coordinated Universal Time): how do you feel about 
        Emizne#1243 | Sat Feb 20 2021 03:44:43 GMT+0000 (Coordinated Universal Time): Those ncos..... 
        tiff#0709 | Sat Feb 20 2021 03:44:48 GMT+0000 (Coordinated Universal Time): n 
        Raymond#5415 | Sat Feb 20 2021 03:44:51 GMT+0000 (Coordinated Universal Time): how do you feel about 
        tiff#0709 | Sat Feb 20 2021 03:44:52 GMT+0000 (Coordinated Universal Time): what 
        Emizne#1243 | Sat Feb 20 2021 03:44:55 GMT+0000 (Coordinated Universal Time): idk 
        tiff#0709 | Sat Feb 20 2021 03:44:58 GMT+0000 (Coordinated Universal Time): just came back from work 
        Emizne#1243 | Sat Feb 20 2021 03:45:00 GMT+0000 (Coordinated Universal Time): how do i feel about 
        tiff#0709 | Sat Feb 20 2021 03:45:01 GMT+0000 (Coordinated Universal Time): what did i miss 
